Start Time,End Time,Duration,Name,Model Name,Agent Name,Exam Name,Attempt Id,Questions,Correct,Incorrect,Accuracy,Num Errors,Input Tokens,Output Tokens,Total Tokens,Tokens per Question,Total Cost,Cost per Question,Runtime,Runtime per Question
2024-04-18 11:50:42.180671,2024-04-18 11:54:32.464259,230,llama-2-7b-chat - baseline - lsat-lr-100,llama-2-7b-chat,baseline,lsat-lr-100,1,100,18,82,0.18,1,53869,13331,67200,672.0,0.03694365,0.0003694365,230.283588,2.30283588
2024-04-18 11:31:54.768948,2024-04-18 11:55:19.487642,1404,claude-3-opus-20240229 - baseline - comprehensive-100,claude-3-opus-20240229,baseline,comprehensive-100,1,100,84,16,0.84,0,56045,25392,81437,814.37,2.745075,0.02745075,1404.718694,14.04718694
2024-04-18 11:52:14.035858,2024-04-18 11:56:31.205087,257,cohere-command-r-plus - baseline - lsat-lr-100,cohere-command-r-plus,baseline,lsat-lr-100,1,100,64,36,0.64,0,45207,9267,54474,544.74,0.274626,0.00274626,257.169229,2.57169229
2024-04-18 11:54:27.599023,2024-04-18 11:58:42.998554,255,gpt-35-turbo - baseline - sat-math-100,gpt-35-turbo,baseline,sat-math-100,1,100,61,39,0.61,0,36260,12436,48696,486.96,0.079262,0.00079262,255.399531,2.55399531
2024-04-18 11:53:02.256609,2024-04-18 11:58:49.814351,347,gemini-1.0-pro - baseline - lsat-lr-100,gemini-1.0-pro,baseline,lsat-lr-100,1,100,52,48,0.52,2,45806,11360,57166,571.66,0.039943,0.00039943,347.557742,3.47557742
2024-04-18 11:54:32.485307,2024-04-18 11:59:24.954413,292,llama-2-7b-chat - baseline - lsat-rc-100,llama-2-7b-chat,baseline,lsat-rc-100,1,100,19,81,0.19,0,107295,18232,125527,1255.27,0.06800884,0.0006800884,292.469106,2.92469106
2024-04-18 11:30:33.720446,2024-04-18 11:59:43.648443,1749,mistral-large - baseline - comprehensive-100,mistral-large,baseline,comprehensive-100,1,100,72,28,0.72,5,54746,12762,67508,675.08,0.744256,0.00744256,1749.927997,17.49927997
2024-04-18 11:56:31.235091,2024-04-18 12:00:47.363824,256,cohere-command-r-plus - baseline - lsat-rc-100,cohere-command-r-plus,baseline,lsat-rc-100,1,100,66,34,0.66,0,89820,8996,98816,988.16,0.4044,0.004044,256.128733,2.5612873300000003
2024-04-18 11:58:43.029907,2024-04-18 12:00:58.817876,135,gpt-35-turbo - baseline - arc-challenge-100,gpt-35-turbo,baseline,arc-challenge-100,1,100,86,14,0.86,0,30072,4925,34997,349.97,0.054958,0.00054958,135.787969,1.35787969
2024-04-18 11:31:38.784450,2024-04-18 12:02:06.721085,1827,gemini-1.5-pro-preview-0409 - baseline - comprehensive-100,gemini-1.5-pro-preview-0409,baseline,comprehensive-100,1,100,72,28,0.72,0,51953,7805,59758,597.58,0.5275759999999999,0.0052757599999999,1827.936635,18.27936635
2024-04-18 11:59:24.970413,2024-04-18 12:02:59.940461,214,llama-2-7b-chat - baseline - sat-en-100,llama-2-7b-chat,baseline,sat-en-100,1,100,37,63,0.37,1,139493,11526,151019,1510.19,0.08025878,0.0008025878,214.970048,2.14970048
2024-04-18 11:58:49.843332,2024-04-18 12:03:51.385618,301,gemini-1.0-pro - baseline - lsat-rc-100,gemini-1.0-pro,baseline,lsat-rc-100,1,100,73,27,0.73,0,91218,8637,99855,998.55,0.0585645,0.000585645,301.542286,3.01542286
2024-04-18 12:00:58.845883,2024-04-18 12:03:54.200497,175,gpt-35-turbo - baseline - hella-swag-100,gpt-35-turbo,baseline,hella-swag-100,1,100,72,28,0.72,3,43433,7479,50912,509.12,0.0801075,0.0008010749999999,175.354614,1.75354614
2024-04-18 12:00:47.379825,2024-04-18 12:04:14.144419,206,cohere-command-r-plus - baseline - sat-en-100,cohere-command-r-plus,baseline,sat-en-100,1,100,86,14,0.86,0,122403,6061,128464,1284.64,0.458124,0.0045812399999999,206.764594,2.06764594
2024-04-18 12:03:54.227498,2024-04-18 12:06:31.706217,157,gpt-35-turbo - baseline - med-mcqa-100,gpt-35-turbo,baseline,med-mcqa-100,1,100,62,38,0.62,1,29500,6201,35701,357.01,0.056652,0.00056652,157.478719,1.57478719
2024-04-18 12:03:51.405620,2024-04-18 12:07:17.398976,205,gemini-1.0-pro - baseline - sat-en-100,gemini-1.0-pro,baseline,sat-en-100,1,100,77,23,0.77,9,112074,5696,117770,1177.7,0.064581,0.00064581,205.993356,2.05993356
2024-04-18 12:02:59.963482,2024-04-18 12:07:22.701947,262,llama-2-7b-chat - baseline - sat-math-100,llama-2-7b-chat,baseline,sat-math-100,1,100,26,74,0.26,0,41290,16490,57780,577.8,0.0325190999999999,0.0003251909999999,262.738465,2.62738465
2024-04-18 12:07:22.723119,2024-04-18 12:09:28.580667,125,llama-2-7b-chat - baseline - arc-challenge-100,llama-2-7b-chat,baseline,arc-challenge-100,1,100,67,33,0.67,0,35091,5203,40294,402.94,0.02173333,0.0002173333,125.857548,1.25857548
2024-04-18 11:48:26.863134,2024-04-18 12:10:04.049711,1297,llama-2-70b-chat - baseline - aqua-rat-100,llama-2-70b-chat,baseline,aqua-rat-100,1,100,35,65,0.35,0,37670,21705,59375,593.75,0.09642965,0.0009642965,1297.186577,12.97186577
2024-04-18 12:07:17.415022,2024-04-18 12:10:11.054056,173,gemini-1.0-pro - baseline - sat-math-100,gemini-1.0-pro,baseline,sat-math-100,1,100,78,22,0.78,0,36227,11291,47518,475.18,0.03505,0.0003504999999999,173.639034,1.73639034
2024-04-18 12:04:14.167438,2024-04-18 12:11:00.979791,406,cohere-command-r-plus - baseline - sat-math-100,cohere-command-r-plus,baseline,sat-math-100,1,100,72,28,0.72,0,35397,15426,50823,508.23,0.337581,0.00337581,406.812353,4.068123529999999
2024-04-18 12:10:11.080803,2024-04-18 12:12:05.226846,114,gemini-1.0-pro - baseline - arc-challenge-100,gemini-1.0-pro,baseline,arc-challenge-100,1,100,85,15,0.85,2,29310,4849,34159,341.59,0.0219285,0.000219285,114.146043,1.14146043
2024-04-18 12:09:28.593673,2024-04-18 12:13:20.695104,232,llama-2-7b-chat - baseline - hella-swag-100,llama-2-7b-chat,baseline,hella-swag-100,1,100,34,66,0.34,2,49755,13510,63265,632.65,0.0349243,0.000349243,232.101431,2.32101431
2024-04-18 12:11:00.999677,2024-04-18 12:13:55.761729,174,cohere-command-r-plus - baseline - arc-challenge-100,cohere-command-r-plus,baseline,arc-challenge-100,1,100,88,12,0.88,0,28516,5219,33735,337.35,0.163833,0.00163833,174.762052,1.74762052
2024-04-18 12:12:05.249866,2024-04-18 12:14:11.981366,126,gemini-1.0-pro - baseline - hella-swag-100,gemini-1.0-pro,baseline,hella-swag-100,1,100,75,25,0.75,3,42387,5108,47495,474.95,0.0288555,0.000288555,126.7315,1.267315
2024-04-18 11:55:19.520538,2024-04-18 12:15:04.165893,1184,claude-3-opus-20240229 - baseline - aqua-rat-100,claude-3-opus-20240229,baseline,aqua-rat-100,1,100,78,22,0.78,0,34334,23333,57667,576.67,2.264985,0.02264985,1184.645355,11.84645355
2024-04-18 12:13:20.716090,2024-04-18 12:15:36.854326,136,llama-2-7b-chat - baseline - med-mcqa-100,llama-2-7b-chat,baseline,med-mcqa-100,1,100,38,62,0.38,0,34574,6003,40577,405.77,0.0220004899999999,0.0002200048999999,136.138236,1.36138236
2024-04-18 12:14:11.995366,2024-04-18 12:16:16.571681,124,gemini-1.0-pro - baseline - med-mcqa-100,gemini-1.0-pro,baseline,med-mcqa-100,1,100,52,48,0.52,7,26794,5440,32234,322.34,0.021557,0.00021557,124.576315,1.24576315
2024-04-18 12:13:55.780345,2024-04-18 12:17:31.244508,215,cohere-command-r-plus - baseline - hella-swag-100,cohere-command-r-plus,baseline,hella-swag-100,1,100,75,25,0.75,1,42112,7146,49258,492.58,0.233526,0.00233526,215.464163,2.15464163
2024-04-18 12:17:31.259609,2024-04-18 12:20:39.552706,188,cohere-command-r-plus - baseline - med-mcqa-100,cohere-command-r-plus,baseline,med-mcqa-100,1,100,63,37,0.63,0,27643,5937,33580,335.8,0.171984,0.00171984,188.293097,1.88293097
2024-04-18 12:10:04.083235,2024-04-18 12:27:13.619689,1029,llama-2-70b-chat - baseline - logiqa-en-100,llama-2-70b-chat,baseline,logiqa-en-100,1,100,36,64,0.36,0,48713,16619,65332,653.32,0.1044336499999999,0.0010443364999999,1029.536454,10.29536454
2024-04-18 12:02:06.768354,2024-04-18 12:33:39.990799,1893,gemini-1.5-pro-preview-0409 - baseline - aqua-rat-100,gemini-1.5-pro-preview-0409,baseline,aqua-rat-100,1,100,73,27,0.73,0,32775,10756,43531,435.31,0.455301,0.00455301,1893.222445,18.93222445
2024-04-18 12:15:04.182258,2024-04-18 12:39:17.530887,1453,claude-3-opus-20240229 - baseline - logiqa-en-100,claude-3-opus-20240229,baseline,logiqa-en-100,1,100,57,43,0.57,0,44981,25321,70302,703.02,2.57379,0.0257378999999999,1453.348629,14.53348629
2024-04-18 11:54:09.232914,2024-04-18 12:43:27.801813,2958,gpt-4 - baseline - aqua-rat-100,gpt-4,baseline,aqua-rat-100,1,100,79,21,0.79,0,31866,12354,44220,442.2,1.6972200000000002,0.0169722,2958.568899,29.58568899
2024-04-18 12:27:13.637700,2024-04-18 12:51:44.678801,1471,llama-2-70b-chat - baseline - lsat-ar-100,llama-2-70b-chat,baseline,lsat-ar-100,1,100,20,80,0.2,0,51768,24693,76461,764.61,0.12342933,0.0012342933,1471.041101,14.71041101
2024-04-18 12:43:27.828829,2024-04-18 13:00:09.281018,1001,gpt-4 - baseline - logiqa-en-100,gpt-4,baseline,logiqa-en-100,1,100,62,38,0.62,0,41509,10429,51938,519.38,1.87101,0.0187100999999999,1001.452189,10.01452189
2024-04-18 12:33:40.008363,2024-04-18 13:04:59.994396,1879,gemini-1.5-pro-preview-0409 - baseline - logiqa-en-100,gemini-1.5-pro-preview-0409,baseline,logiqa-en-100,1,100,58,42,0.58,0,42115,8695,50810,508.1,0.4774,0.004774,1879.986033,18.79986033
2024-04-18 12:39:17.547898,2024-04-18 13:05:40.891467,1583,claude-3-opus-20240229 - baseline - lsat-ar-100,claude-3-opus-20240229,baseline,lsat-ar-100,1,100,35,65,0.35,0,48297,30922,79219,792.19,3.043605,0.03043605,1583.343569,15.833435689999998
2024-04-18 11:59:43.669654,2024-04-18 13:08:18.472128,4114,mistral-large - baseline - aqua-rat-100,mistral-large,baseline,aqua-rat-100,1,100,63,37,0.63,12,30749,16422,47171,471.71,0.64012,0.0064012,4114.802474,41.14802474
2024-04-18 12:51:44.696802,2024-04-18 13:13:52.755006,1328,llama-2-70b-chat - baseline - lsat-lr-100,llama-2-70b-chat,baseline,lsat-lr-100,1,100,9,91,0.09,0,54372,21603,75975,759.75,0.12197019,0.0012197019,1328.058204,13.28058204
2024-04-18 13:05:40.917475,2024-04-18 13:30:54.743125,1513,claude-3-opus-20240229 - baseline - lsat-lr-100,claude-3-opus-20240229,baseline,lsat-lr-100,1,100,82,18,0.82,0,50040,26510,76550,765.5,2.73885,0.0273885,1513.82565,15.1382565
2024-04-18 13:00:09.298609,2024-04-18 13:34:37.270899,2067,gpt-4 - baseline - lsat-ar-100,gpt-4,baseline,lsat-ar-100,1,100,33,67,0.33,0,44511,16038,60549,605.49,2.29761,0.0229760999999999,2067.97229,20.6797229
2024-04-18 13:13:52.774006,2024-04-18 13:39:05.941663,1513,llama-2-70b-chat - baseline - lsat-rc-100,llama-2-70b-chat,baseline,lsat-rc-100,1,100,13,87,0.13,0,107295,24542,131837,1318.37,0.20867364,0.0020867363999999,1513.167657,15.13167657
2024-04-18 13:05:00.023476,2024-04-18 13:40:33.219080,2133,gemini-1.5-pro-preview-0409 - baseline - lsat-ar-100,gemini-1.5-pro-preview-0409,baseline,lsat-ar-100,1,100,27,73,0.27,0,44633,17864,62497,624.97,0.687575,0.00687575,2133.195604,21.33195604
2024-04-18 13:08:18.513825,2024-04-18 13:41:26.664409,1988,mistral-large - baseline - logiqa-en-100,mistral-large,baseline,logiqa-en-100,1,100,52,48,0.52,5,43202,14014,57216,572.16,0.681952,0.00681952,1988.150584,19.88150584
2024-04-18 13:34:37.314988,2024-04-18 13:50:41.092046,963,gpt-4 - baseline - lsat-lr-100,gpt-4,baseline,lsat-lr-100,1,100,83,17,0.83,0,46274,8227,54501,545.01,1.88184,0.0188184,963.777058,9.63777058
2024-04-18 13:41:26.704866,2024-04-18 13:54:50.715533,804,mistral-large - baseline - lsat-ar-100,mistral-large,baseline,lsat-ar-100,1,100,30,70,0.3,0,48331,21915,70246,702.46,0.912608,0.00912608,804.010667,8.04010667
2024-04-18 13:30:54.769581,2024-04-18 13:56:06.788931,1512,claude-3-opus-20240229 - baseline - lsat-rc-100,claude-3-opus-20240229,baseline,lsat-rc-100,1,100,88,12,0.88,0,98550,26483,125033,1250.33,3.464475,0.03464475,1512.01935,15.1201935
2024-04-18 13:39:05.962108,2024-04-18 13:58:16.920003,1150,llama-2-70b-chat - baseline - sat-en-100,llama-2-70b-chat,baseline,sat-en-100,1,100,25,75,0.25,0,140872,18247,159119,1591.19,0.24924007,0.0024924007,1150.957895,11.50957895
2024-04-18 13:54:50.735638,2024-04-18 14:02:07.301568,436,mistral-large - baseline - lsat-lr-100,mistral-large,baseline,lsat-lr-100,1,100,75,25,0.75,0,50695,11203,61898,618.98,0.6744319999999999,0.0067443199999999,436.56593,4.3656593
2024-04-18 13:50:41.122587,2024-04-18 14:07:57.266600,1036,gpt-4 - baseline - lsat-rc-100,gpt-4,baseline,lsat-rc-100,1,100,85,15,0.85,0,91662,8921,100583,1005.83,3.28512,0.0328512,1036.144013,10.36144013
2024-04-18 14:02:07.321568,2024-04-18 14:09:47.942623,460,mistral-large - baseline - lsat-rc-100,mistral-large,baseline,lsat-rc-100,1,100,77,23,0.77,1,100345,11410,111755,1117.55,1.0766,0.010766,460.621055,4.60621055
2024-04-18 13:40:33.248080,2024-04-18 14:11:46.415322,1873,gemini-1.5-pro-preview-0409 - baseline - lsat-lr-100,gemini-1.5-pro-preview-0409,baseline,lsat-lr-100,1,100,69,31,0.69,0,46804,6429,53233,532.33,0.4626369999999999,0.0046263699999999,1873.167242,18.73167242
2024-04-18 14:09:47.954176,2024-04-18 14:16:11.485389,383,mistral-large - baseline - sat-en-100,mistral-large,baseline,sat-en-100,1,100,91,9,0.91,0,134668,8856,143524,1435.24,1.289888,0.01289888,383.531213,3.83531213
2024-04-18 13:58:16.955543,2024-04-18 14:16:59.150969,1122,llama-2-70b-chat - baseline - sat-math-100,llama-2-70b-chat,baseline,sat-math-100,1,100,45,55,0.45,0,41290,18402,59692,596.92,0.0961581399999999,0.0009615813999999,1122.195426,11.22195426
2024-04-18 13:56:06.815931,2024-04-18 14:20:41.450161,1474,claude-3-opus-20240229 - baseline - sat-en-100,claude-3-opus-20240229,baseline,sat-en-100,1,100,94,6,0.94,0,134153,24164,158317,1583.17,3.824595,0.03824595,1474.63423,14.746342299999998
2024-04-18 14:16:59.199521,2024-04-18 14:24:03.328178,424,llama-2-70b-chat - baseline - arc-challenge-100,llama-2-70b-chat,baseline,arc-challenge-100,1,100,82,18,0.82,0,35091,6308,41399,413.99,0.0652053,0.000652053,424.128657,4.24128657
2024-04-18 14:07:57.303596,2024-04-18 14:25:20.177965,1042,gpt-4 - baseline - sat-en-100,gpt-4,baseline,sat-en-100,1,100,93,7,0.93,0,122761,8190,130951,1309.51,4.17423,0.0417422999999999,1042.874369,10.42874369
2024-04-18 14:16:11.507823,2024-04-18 14:31:47.906940,936,mistral-large - baseline - sat-math-100,mistral-large,baseline,sat-math-100,1,100,90,10,0.9,1,38298,18028,56326,563.26,0.7390559999999999,0.0073905599999999,936.399117,9.36399117
2024-04-18 14:31:47.926927,2024-04-18 14:37:26.375703,338,mistral-large - baseline - arc-challenge-100,mistral-large,baseline,arc-challenge-100,1,100,92,8,0.92,1,32010,7712,39722,397.22,0.441168,0.00441168,338.448776,3.3844877600000003
2024-04-18 14:24:03.344178,2024-04-18 14:42:13.020482,1089,llama-2-70b-chat - baseline - hella-swag-100,llama-2-70b-chat,baseline,hella-swag-100,1,100,59,41,0.59,1,50155,17580,67735,677.35,0.1083552999999999,0.001083553,1089.676304,10.896763040000002
2024-04-18 14:20:41.489162,2024-04-18 14:42:27.938192,1306,claude-3-opus-20240229 - baseline - sat-math-100,claude-3-opus-20240229,baseline,sat-math-100,1,100,97,3,0.97,0,39457,26727,66184,661.84,2.59638,0.0259638,1306.44903,13.0644903
2024-04-18 14:11:46.448322,2024-04-18 14:42:31.588271,1845,gemini-1.5-pro-preview-0409 - baseline - lsat-rc-100,gemini-1.5-pro-preview-0409,baseline,lsat-rc-100,1,100,85,15,0.85,0,91218,6118,97336,973.36,0.767004,0.00767004,1845.139949,18.45139949
2024-04-18 14:37:26.394685,2024-04-18 14:43:28.150880,361,mistral-large - baseline - hella-swag-100,mistral-large,baseline,hella-swag-100,1,100,83,17,0.83,1,46833,8551,55384,553.84,0.579888,0.0057988799999999,361.756195,3.61756195
2024-04-18 14:43:28.200969,2024-04-18 14:49:58.797494,390,mistral-large - baseline - med-mcqa-100,mistral-large,baseline,med-mcqa-100,1,100,70,30,0.7,1,31525,9924,41449,414.49,0.490376,0.00490376,390.596525,3.90596525
2024-04-18 14:42:13.038484,2024-04-18 14:51:20.047520,547,llama-2-70b-chat - baseline - med-mcqa-100,llama-2-70b-chat,baseline,med-mcqa-100,1,100,52,48,0.52,0,34574,8351,42925,429.25,0.0680252299999999,0.0006802522999999,547.009036,5.47009036
2024-04-18 14:25:20.212209,2024-04-18 14:58:03.591316,1963,gpt-4 - baseline - sat-math-100,gpt-4,baseline,sat-math-100,1,100,90,10,0.9,0,35860,11749,47609,476.09,1.7807399999999998,0.0178073999999999,1963.379107,19.63379107
2024-04-18 14:42:27.966208,2024-04-18 15:02:04.338300,1176,claude-3-opus-20240229 - baseline - arc-challenge-100,claude-3-opus-20240229,baseline,arc-challenge-100,1,100,97,3,0.97,0,32137,19582,51719,517.19,1.950705,0.0195070499999999,1176.372092,11.76372092
2024-04-18 14:58:03.616186,2024-04-18 15:10:31.122423,747,gpt-4 - baseline - arc-challenge-100,gpt-4,baseline,arc-challenge-100,1,100,95,5,0.95,0,29672,6042,35714,357.14,1.25268,0.0125268,747.506237,7.475062370000001
2024-04-18 14:42:31.616789,2024-04-18 15:12:35.822542,1804,gemini-1.5-pro-preview-0409 - baseline - sat-en-100,gemini-1.5-pro-preview-0409,baseline,sat-en-100,1,100,88,12,0.88,2,120474,5014,125488,1254.88,0.948612,0.00948612,1804.205753,18.04205753
2024-04-18 15:02:04.360300,2024-04-18 15:22:25.088452,1220,claude-3-opus-20240229 - baseline - hella-swag-100,claude-3-opus-20240229,baseline,hella-swag-100,1,100,87,13,0.87,0,47065,19100,66165,661.65,2.138475,0.02138475,1220.728152,12.20728152
2024-04-18 15:22:25.115095,2024-04-18 15:43:41.685184,1276,claude-3-opus-20240229 - baseline - med-mcqa-100,claude-3-opus-20240229,baseline,med-mcqa-100,1,100,77,23,0.77,0,31899,24194,56093,560.93,2.293035,0.02293035,1276.570089,12.76570089
2024-04-18 15:12:35.843527,2024-04-18 15:44:58.022668,1942,gemini-1.5-pro-preview-0409 - baseline - sat-math-100,gemini-1.5-pro-preview-0409,baseline,sat-math-100,1,100,99,1,0.99,0,36227,10154,46381,463.81,0.466823,0.00466823,1942.179141,19.42179141
2024-04-18 15:44:58.047666,2024-04-18 16:14:43.097064,1785,gemini-1.5-pro-preview-0409 - baseline - arc-challenge-100,gemini-1.5-pro-preview-0409,baseline,arc-challenge-100,1,100,95,5,0.95,0,29881,4495,34376,343.76,0.303562,0.00303562,1785.049398,17.85049398
2024-04-18 16:14:43.119050,2024-04-18 16:44:41.980780,1798,gemini-1.5-pro-preview-0409 - baseline - hella-swag-100,gemini-1.5-pro-preview-0409,baseline,hella-swag-100,1,100,89,11,0.89,1,43366,4300,47666,476.66,0.393862,0.00393862,1798.86173,17.9886173
2024-04-18 16:44:42.002320,2024-04-18 17:14:40.465367,1798,gemini-1.5-pro-preview-0409 - baseline - med-mcqa-100,gemini-1.5-pro-preview-0409,baseline,med-mcqa-100,1,100,68,32,0.68,0,28860,5243,34103,341.03,0.312123,0.00312123,1798.463047,17.98463047
2024-04-18 18:20:29.581166,2024-04-18 18:30:10.348651,580,gpt-4 - baseline - hella-swag-100,gpt-4,baseline,hella-swag-100,1,100,89,11,0.89,1,43037,5808,48845,488.45,1.63959,0.0163958999999999,580.767485,5.80767485
2024-04-18 18:30:10.389219,2024-04-18 18:42:21.867520,731,gpt-4 - baseline - med-mcqa-100,gpt-4,baseline,med-mcqa-100,1,100,77,23,0.77,0,29100,7002,36102,361.02,1.29312,0.0129312,731.478301,7.31478301
2024-04-19 08:21:19.666865,2024-04-19 08:23:13.083139,113,gpt-35-turbo - advice - comprehensive-100,gpt-35-turbo,advice,comprehensive-100,2,46,9,37,0.1956521739130435,1,30785,6410,37195,808.5869565217391,0.0589975,0.001282554347826,113.416274,2.465571173913044
2024-04-19 08:23:13.110670,2024-04-19 08:25:15.765920,122,gpt-35-turbo - advice - aqua-rat-100,gpt-35-turbo,advice,aqua-rat-100,2,46,23,23,0.5,0,20509,7258,27767,603.6304347826087,0.0452795,0.0009843369565217,122.65525,2.6664184782608693
2024-04-19 08:23:30.218498,2024-04-19 08:25:46.899946,136,gemini-1.0-pro - advice - comprehensive-100,gemini-1.0-pro,advice,comprehensive-100,2,47,13,34,0.2765957446808511,1,26712,9263,35975,765.4255319148937,0.0272505,0.0005797978723404,136.681448,2.908115914893617
2024-04-19 08:23:01.753463,2024-04-19 08:26:19.292103,197,cohere-command-r-plus - advice - comprehensive-100,cohere-command-r-plus,advice,comprehensive-100,2,42,11,31,0.2619047619047619,0,25225,8104,33329,793.547619047619,0.197235,0.0046960714285714,197.53864,4.703300952380952
